id,name,type,region,locality,lat,lon
1867,Obelisk Anzhero-who died in the Great Patriotic War of 1941-1945.,military glory,Kemerovo region,Anzhero-Sudzhensk,86.018216,56.083175
1868,Obelisk - Heroes of the Soviet Union - navashintsam,military glory,Nizhny Novgorod Region,navashino,42.18874,55.543888
1869,Obelisk of the heroic city of Sevastopol,military glory,Sevastopol,,Not found,
1870,The obelisk and eternal flame,military glory,Astrakhan region,Astrakhan,48.033574,46.347869
1871,"Obelisk civilians, the departure of the Nazis during the occupation of 1942-1943.",military glory,Krasnodar region,Armavir,41.129644,44.997655
1872,Obelisk of the Civil War,military glory,Kemerovo region,Kemerovo,Not found,
1873,Orlovsky Museum of Military History,galleries,Oryol Region,Eagle,36.104441,52.974102
1874,island Lyudnikov,architecture,Volgograd region,,44.151406,49.615821
1875,Monument to the Fallen malgobekchanam during the Great Patriotic War,military glory,The Republic of Ingushetia,Malgobek,44.590188,43.509645
1876,Памятник &quot;Призрачная деревня&quot;,military glory,Leningrad region,,Not found,
1877,Памятник &quot;Танк Т-18&quot;,military glory,Khabarovsk region,Khabarovsk,Not found,
1878,Памятник &quot;Танк Т-34&quot;,military glory,Khabarovsk region,Khabarovsk,Not found,
1879,"Monument of the 1st Cavalry Army ""Tachanka-Rostovite""",military glory,Rostov region,Rostov-on-Don,39.763136,47.250546
1880,1200 Monument guards,military glory,Kaliningrad region,Kaliningrad,20.512733,54.710454
1881,Monument 85-millimeter anti-aircraft guns,military glory,Tula region,Tula,Not found,
1882,"Monument ""Attack""",military glory,Leningrad region,,29.706298,61.162446
1883,"Monument ""To soldiers-defenders of Novorossiysk 1942- 1943 yy""",military glory,Krasnodar region,Novorossiysk,Not found,
1884,"Monument ""To soldiers-countrymen who gave their lives for the Motherland""",military glory,Moscow region,Balashikha,Not found,
1885,"The monument ""Children of War""",military glory,Primorsky Krai,Партизанск,133.123246,43.119813
1886,"Monument ""The Road of Life""",military glory,Krasnodar region,Tuapse,39.073553,44.09564
1887,"Monument ""The unity of the front and rear""",military glory,Perm,Permian,56.174673,57.997264
1888,"Monument ""kirovchane-front""",military glory,Kirov region,,50.093582,57.392567
1889,"The monument ""Mothers of War""",military glory,Leningrad region,podporozhye,34.156813,60.912784
1890,"Monument ""Health care workers who died in the Great Patriotic War of 1941-1945.""",military glory,Kursk region,Kursk,36.193186,51.73083
1891,"The monument ""Unknown Sailor""",military glory,Krasnodar region,Novorossiysk,37.768974,44.723912
1892,"Monument ""The Unconquered""",military glory,Krasnodar region,Novorossiysk,37.768974,44.723912
1893,"The monument ""In memory of the forgotten war that changed the course of history""",military glory,Kaliningrad region,Kaliningrad,20.512733,54.710454
1894,"The monument ""Partisan Glory""",military glory,Primorsky Krai,Партизанск,133.160949,43.140874
1895,"Monument ""The gun ZIS-3""",military glory,Tula region,Tula,37.617348,54.193122
1896,"Monument ""The Cannon""",military glory,Leningrad region,Tikhvin,33.542096,59.644209
1897,"Monument ""The Cannon""",military glory,Krasnodar region,Slavyansk-na-Kubani,38.12822,45.260325
1898,"Monument ""MiG-21""",military glory,Leningrad region,Tikhvin,33.542096,59.644209
1899,"Monument ""The plane-attack aircraft IL-2""",military glory,Krasnodar region,Novorossiysk,37.768974,44.723912
1900,"Monument ""Mourning Mother""",military glory,Kursk region,Kursk,36.193186,51.73083
1901,"Monument ""Mourning Mother""",military glory,Lipetsk region,red,38.790503,52.863462
1902,"The monument ""Soldier Yamal""",military glory,Yamalo-Nenets Autonomous Okrug,purpe,76.693631,64.476252
1903,"Monument ""Steel Way""",military glory,Leningrad region,,29.706298,61.162446
1904,"The monument ""Tank""",military glory,Leningrad region,Tikhvin,33.542096,59.644209
1905,"Monument ""Tankers-heroes of the Battle of Kursk""",military glory,Kursk region,Kursk,36.188649,51.756828
1906,"Monument ""torpedo boat""",military glory,Krasnodar region,Novorossiysk,37.768974,44.723912
1907,"Monument ""Flower of Life""",military glory,Leningrad region,,30.8346,60.091863
1908,"Monument ""Black Tulip""",military glory,Khabarovsk region,Khabarovsk,140.504164,50.22327
1909,"Monument ""Echo of War""",military glory,Leningrad region,,29.146073,59.876459
1910,"AI monument Kazarskyi (brig ""Mercury"")",military glory,Sevastopol,,33.489912,44.499691
1911,AI monument Pokryshkin,military glory,Krasnodar region,Krasnodar,Not found,
1912,Monument to Alexander Chekalin,military glory,Tula region,Tula,37.617348,54.193122
1913,Monument Anatoly Bredov,military glory,Murmansk region,Murmansk,33.074981,68.970682
1914,"Monument of the Bulgarian patriots, communists",military glory,Bryansk region,Bryansk,34.363407,53.243562
1915,"Monument to Soviet Army soldiers and local residents, burned alive in December 1941",military glory,Lipetsk region,Vishny large,37.861384,51.972187
1916,Monument of Military Glory Kholmsk district,military glory,Sakhalin region,,Not found,
1917,Monument to the Liberator Soldier,military glory,Pskov region,Idrica,28.887152,56.332072
1918,Monument to the Hero of the Soviet Union N. Ladkinu,military glory,Perm,Solikamsk,Not found,
1919,Monument to the Hero of the Soviet Union NV Mamonov,military glory,Kaliningrad region,Mamonovo,19.942267,54.463785
1920,Monument to the Hero of the Soviet Union sniper David Doev,military glory,Republic of North Ossetia - Alania,,44.262033,43.092669
1921,Monument to the Heroes of Labor during the Great Patriotic War,military glory,Omsk region,Omsk,73.368212,54.989342
1922,"Monument to the Heroes, Severomorsk, defenders of the Arctic",military glory,Murmansk region,Severomorsk,Not found,
1923,Monument EM Mammoth,military glory,Altai region,Barnaul,83.776856,53.346785
1924,Monument Georgy Zhukov,military glory,Omsk region,Omsk,Not found,
1925,monument Zagorsky,military glory,Voronezh region,Vyaznovatovka,38.457524,51.595865
1926,IL-28 monument,military glory,Vologda Region,Vologda,39.891523,59.220496
1927,Monument Issa Pliev,military glory,Republic of North Ossetia - Alania,Vladikavkaz,44.68196,43.02115
1928,Monument KK Rokossovsky,military glory,Kursk region,Kursk,36.193186,51.73083
1929,Karbysheva monument,military glory,Omsk region,Omsk,73.368212,54.989342
1930,Monument Kate Zelenko,military glory,Kursk region,Kursk,36.197704,51.738694
1931,Monument Kronid Korenovu,military glory,Primorsky Krai,Партизанск,133.112934,43.117372
1932,Monument Leningrad children,military glory,Leningrad region,,29.706298,61.162446
1933,Monument Magomed-Zagid Abdulmanapovu,military glory,The Republic of Dagestan,Kaspiysk,47.635674,42.890833
1934,Monument Oleg Loskova,military glory,Lipetsk region,Vasilevka,Not found,
1935,Pamyatnik Petru Movie,military glory,Republic of North Ossetia - Alania,Hyzel,44.569859,43.042212
1936,monument Tankers,military glory,Lipetsk region,Lipetsk,39.59922,52.60882
1937,Totleben monument,military glory,Sevastopol,,33.489912,44.499691
1938,Monument home front workers,military glory,Omsk region,Omsk,73.368212,54.989342
1939,Monument Ural Volunteer Tank Complex,military glory,Perm,Permian,Not found,
1940,Monument to Admiral NG Kuznetsov in Arkhangelsk,military glory,Arhangelsk region,Arkhangelsk,Not found,
1941,Monument to Admiral NG Kuznetsov Kotlas,military glory,Arhangelsk region,Kotlas,Not found,
1942,The monument to Admiral Nakhimov,military glory,Sevastopol,,33.489912,44.499691
1943,Monument to Admiral Senyavin,military glory,Sevastopol,,33.489912,44.499691
1944,Monument blockade regulirovschitsa,military glory,Leningrad region,,29.706298,61.162446
1945,"The monument of military glory ""Tank T-34""",military glory,Novgorod region,Staraya Russa,Not found,
1946,The monument of military glory at the turn of the defense of the Soviet troops,military glory,The Republic of Karelia,Voynitsa,30.11867,65.367139
1947,Monument to soldiers of the 64th Army,military glory,Volgograd region,Volgograd,44.42302,48.615477
1948,"Monument armored train ""Kozma Minin""",military glory,Nizhny Novgorod Region,Nizhny Novgorod,43.765543,56.235496
1949,Monument in honor of the 50th anniversary of the Red Army,military glory,Pskov region,Pskov,28.431562,57.796334
1950,Monument in honor of the soldiers 174-th separate anti-tank artillery battalion named Komsomol Udmurtia,military glory,Udmurt republic,Izhevsk,Not found,
1951,Monument in honor of fellow soldiers who died in World War II,military glory,Transbaikal region,Petrovsk-Zabaykalsky,108.846689,51.274889
1952,"A monument in honor of soldiers-tank T-34 tank ""Motherland""",military glory,Saratov region,Saratov,Not found,
1953,Monument military reporters,military glory,Bryansk region,white Beach,34.662888,53.20727
1954,Monument military medics,military glory,Lipetsk region,Terbunı,38.279963,52.147441
1955,Monument to the soldiers of the 2nd Guards Army,military glory,Sevastopol,,33.489912,44.499691
1956,Monument Olonets regiments and popular militias Russian army 1698-1920 gg.,military glory,The Republic of Karelia,Petrozavodsk,34.346878,61.785017
1957,Monument - countrymen who fell in the Great Patriotic War,military glory,Udmurt republic,Malaya Purga,52.998922,56.555872
1958,Monument to the soldiers who died during the capture of Kazan,military glory,Republic of Tatarstan,Kazan,Not found,
1959,Monument to the soldiers who died during the Great Patriotic War,military glory,Lipetsk region,Ilyino,39.667681,52.722326
1960,Monument to the soldiers who died during the Great Patriotic War,military glory,Altai region,Quick Source,84.389939,52.371292
1961,Monument to the soldiers who died in local wars,military glory,The Republic of Khakassia,Abakan,Not found,
1962,Monument to the soldiers who died of wounds in hospitals of the city of Novosibirsk in WWII,military glory,Novosibirsk region,Novosibirsk,82.92043,55.030199
1963,Monument-motorists,military glory,Tula region,Tula,37.617348,54.193122
1964,Monument to soldiers-internationalists,military glory,Kaliningrad region,Kaliningrad,20.512733,54.710454
1965,Monument to soldiers-internationalists,military glory,Yamalo-Nenets Autonomous Okrug,Taz,80.351481,67.875308
1966,Monument-mezhdurechentsam who died in the local soldiers and armed conflict,military glory,Kemerovo region,Mezhdurechensk,88.070372,53.686596
1967,Monument-metallurgists,military glory,Kemerovo region,Guryevsk,85.947635,54.285935
1968,Monument-villagers who died during the Great Patriotic War,military glory,Voronezh region,Sands,42.466552,51.252943
1969,Monument to soldiers-liberators,military glory,Yamalo-Nenets Autonomous Okrug,Tarko-Sale,77.761055,64.911819
1970,Monument to soldiers-liberators,military glory,Krasnodar region,Krasnodar,38.975313,45.03547
1971,The monument of military glory,military glory,The Republic of Khakassia,Abakan,89.711307,54.638632
1972,Monument to the Liberator Soldier,military glory,Novgorod region,Hill,31.181835,57.148835
1973,Monument to the hero of Russia Dmitry A. Razumovsky,military glory,Ulyanovsk region,Ulyanovsk,48.327161,54.252705
1974,"Monument to the hero of the Civil War, Sergei Lazo",military glory,Primorsky Krai,Vladivostok,131.885485,43.115536
1975,Monument to the Heroes of the Guards Tank Corps,military glory,Rostov region,Tatsinskaya,Not found,
1976,Monument to the heroes of the First World War,military glory,Kaliningrad region,Kaliningrad,Not found,
1977,Monument to the heroes of World War I.,military glory,Lipetsk region,Lipetsk,Not found,
1978,Monument to the Heroes Seschinskogo international underground,military glory,Bryansk region,He remembered,Not found,
1979,Monument to the heroes of the Russian-Japanese War,military glory,Primorsky Krai,Vladivostok,Not found,
1980,Monument to the heroes who fell in the battles for the Motherland,military glory,Pskov region,Island-Zalit,28.06999,58.012395
1981,Monument to the Hero of the Soviet Union AV Vorozheikin,military glory,Nizhny Novgorod Region,Gorodets,43.472351,56.644822
1982,Monument to the Hero of the Soviet Union Marshal Pavel Rybalko,military glory,Voronezh region,Rossosh,39.57652,50.192899
1983,Monument to the children of besieged Leningrad,military glory,Omsk region,Omsk,Not found,
1984,A monument to children killed during the Great Patriotic War,military glory,Lipetsk region,Lipetsk,39.59922,52.60882
1985,Volunteers Monument of People's Republic of Tuva,military glory,Tyva Republic,red,94.437757,51.719086
1986,Monument to victims of the Battle of Stalingrad in the village of Peschanka,architecture,Volgograd region,,44.151406,49.615821
1987,Monument to victims of Nazi camps,military glory,Khabarovsk region,Khabarovsk,Not found,
1988,Monument to the Scuttled Ships,military glory,Sevastopol,,33.489912,44.499691
1989,The monument to the defenders of the Motherland in the Great Patriotic War,military glory,Nizhny Novgorod Region,Nizhny Novgorod,44.006516,56.326797
1990,Monument to defenders of Tula,military glory,Tula region,Tula,37.530247,54.191442
1991,The monument to the defenders and liberators of Gatchina during the Great Patriotic War,military glory,Leningrad region,Gatchina,30.124473,59.568492
1992,monument gunners,military glory,Krasnodar region,Tuapse,39.073553,44.09564
1993,Monument komarichskim underground movement in the square named after Paul Nezymaeva,military glory,Bryansk region,Komarichi,34.784097,52.419003
1994,Monument to Komsomol members - defenders of Stalingrad,military glory,Volgograd region,Volgograd,44.537852,48.514881
1995,Monument of the legendary divisional gun ZIS-3,military glory,Vologda Region,Chagoda,Not found,
1996,Monument pilots Birmskoy military aviation school pilots,military glory,The Republic of Khakassia,Chernogorsk,91.306005,53.827013
1997,"Monument pilots, the Far East, who died in the Great Patriotic War and local military conflicts",military glory,Khabarovsk region,Khabarovsk,135.071917,48.480223
1998,"Monument destroyer ""Kerch""",military glory,Krasnodar region,Tuapse,39.073553,44.09564
1999,Monument to the sailors of the Azov Flotilla - armored boat number 124,military glory,Krasnodar region,Herson,38.181607,46.055699
